name,englishname,nickname,nation,race,zodiac_tyep,blood_type,height,weight,birthsite,birthday,occupation,school,company,main_works,main_achieve,judge
蒋友柏,Demos,,加拿大,汉族,处女座,,185cm,,,1976年09月10日,台湾橙果设计公司老板,,,,,蒋友柏 蒋友柏是台湾媒体的宠儿，只要出现在公开场合，即使摆出不愿意配合的脸，还是有一堆媒体疯狂地将镜头对准他，心甘情愿地按下快门。这并不仅仅因为他曾祖父是蒋介石，而是因为他创办的设计公司，靠着创新的商业模式，让外国设计公司都称赞。 杂志封面 10度低温的清晨，橙果工作室创办人——带着黑框眼镜、身穿连帽T恤外搭防水背心的蒋友柏，早上9点半不到已经坐在自己的设计公司里，与员工认真地讨论起一件脚踏车设计案。桌上只有一杯温开水，因为他不用喝咖啡或茶提神，即使昨天深夜才与华尔街金融市场疯狂交战。 2003年，蒋友柏与刚从纽约帕森设计学院回来的蒋友常，两兄弟一起创立资本额四百万元新台币的橙果工作室。当时没有经营策略、没有客户，连要做什么都还不知道。正好一家员工熟识的西门町球鞋店老板要改装潢，蒋友柏便央求说：“我有一个设计公司，可不可以帮你改装，如果不喜欢，就不要收钱。”最后，球鞋店老板还很满意橙果的“第一件作品”。一名资深员工就表示：“这是我最佩服蒋友柏的地方，他是一个能弯腰的老板，即使现在大家知道他是谁，他还是可以弯腰。” 蒋友柏的爱情理论很适用于这个讲究成本控制的年代。“爱情也是投资，买得快自然要卖得快，才有资金周转，获得最大赢利，而需要长期投资的项目，你自然要好好经营，以获得利益长远最大化。”他很喜欢用“功能论”，而他的功能就是给家庭无限选择的可能。我很感动，一个男人若怀有责任心对一个家庭，那么他就是一个好男人了。蒋友柏算一个。
李香凝,ShannonEmeryLee,,美国,,白羊座,O型,,,美国加利福尼亚州洛杉矶市,1969年04月19日,演员,,,"刀锋战士
李小龙传奇
浑身是胆",,
王志,wángzhì,,中国,,金牛座,,,,衡阳市衡东县,1965年05月01日,主持人 研究员,湖南师范大学中文系,,,"云南省丽江市副市长
云南省政府新闻办副主任
云南省委宣传部外宣办副主任
中国红十字基金会书记
常务副理事长
中国传媒大学校长助理展开主要成就云南省丽江市副市长
云南省政府新闻办副主任
云南省委宣传部外宣办副主任
中国红十字基金会书记
常务副理事长
中国传媒大学校长助理
陕西卫视主持人",
潘玉良,,杨秀清,中国,汉,,,,,中国江苏,1895年01月01日,艺术画家 雕塑家,上海美术专科学校,,《格鲁赛头像》,,
林熙蕾,KellyLin、เคลลี่หลิน（泰语）,蕾蕾,中国,,,A型,170cm,48kg,台湾省台北市,1975年10月29日,演员,美国加州大学,,"全职杀手
夺命心跳
剑雨
大笑江湖","第26届金像奖最佳女配角提名
第17届百花奖最佳女主角提名
澳门国际电影节最佳女主角提名
华语榜中榜最佳电影女演员",林熙蕾 很努力，很用心。片中有很多动作戏，都亲自去演。《大笑江湖》里，包括曾志伟、陈志朋、吴宗宪在内的几位台湾演员用的都是配音，只有用的是自己的声音，这一点便和她在拍摄时的用心有关。（朱延平评） 的美是有距离感的，神秘、冷艳。（南方都市报评价）刚出道的时候，她就以其青春靓丽、热情洋溢的形象在镜头前展现了自己的魅力。（《精品购物指南》评价）在生活里她是个安静的人，有着传统的理念。（网易评）
侯耀华,HouYaohua,,中国,满族,摩羯座,A,,,北京,1946年12月23日,演员,,,《顽主》《编辑部的故事》,,
朱茵,AthenaChu,,中国,汉族,天蝎座,AB型,160cm,44kg,香港,1971年10月25日,演员 歌手,香港演艺学院,,"大话西游之大圣娶亲
射雕英雄传
萧十一郎
雪山飞狐
逃学威龙2","92年香港演艺学院之最佳女演员奖
94年壹电视十大最受欢迎电视艺人
第39届国际艾美奖最佳女演员提名
第36届金马奖最佳女主角提名",朱茵剧照 朱茵被称为娱乐圈中的“性感女神”，她清新、自然、美丽、娇小的形象已深入人心。朱茵在娱乐圈中的绯闻并不多，感情也相对比较专一，她的真实个性就像《大话西游》中的紫霞仙子一样单纯、善良、耿直，是一位不可多得的痴情女子（金鹰网评）。 朱茵刻画的不少角色都让人印象深刻。在电影《大话西游》中，她将紫霞仙子的敢爱敢恨、一颦一笑都演绎得恰到好处，她也因此成为很多人青春记忆的一部分。在电视剧《暴雨梨花》中，朱茵用至真至善的演技为陆华浓一角注入了厚重的灵魂。陆华浓的高贵傲气、娇俏魅惑都被她演绎得贴合神髓。（《新京报》、搜狐网评）
李小萌(主持),LiXiaomeng,小萌 蘑菇,中国,汉族,处女座,B型,170cm,,北京,1973年09月20日,主持人 记者,中国传媒大学,,"《24小时》
《新闻1+1》
《半边天》等","2010年获央视甲等年度十佳主持人
2010年“中国播音主持金话筒奖”
2010年金鹰电视节最受欢迎主持奖",2008年深入四川地震灾区路遇大难，在灾变面前仍不忘记感恩的“朱大爷”“泪洒北川”一幕，更是家喻户晓，感动中国。“哭得惊天动地但无懈可击”。 （时统宇评）“在李小萌所有的表情中，这是最美的一次”。 （王开岭评）
何晟铭,Michael,何敏 何味奇,中国,汉族,巨蟹座,A,176cm,65kg,湖北仙桃,,演员 歌手,北京电影学院进修,,《美人心计》《宫锁珠帘》《宫锁心玉》《桐柏英雄》《江山纪》,"2015第三届金丹若国际微电影艺术节“最受欢迎演员奖
2014广西地区电视剧收视特别贡献奖
2012金鹰奖观众最喜爱电视剧男演员
2011年华鼎奖喜剧类最佳男演员",何晟铭用“人生如戏，戏如人生”的心态演绎着每一个角色，魅力与演技并存；他在《宫锁珠帘》中饰演的雍正，霸气、隐忍、克制，善用计谋，用情深，何晟铭将内心的纠结与失望演绎准确到位，伤感却又十分克制，情感的酝酿恰到好处（金鹰网评价）。 何晟铭是非常职业、特别好的演员，戏演得非常好，和他拍对手戏，我自己能很快就能进入状态（邓天晴评价）。 提及《二十年后》这张作品，何晟铭表示：“我入行了二十年，这张唱片我也等了二十年，我不确定还能不能再坚持下一个二十年。这些年我都没变，就怕大家哪天回来找我，却不记得我的模样。这张EP唱尽从艺二十年来的喜乐与苦痛。送给不忘初心的自己，我很感恩。”（新华网娱乐）
杨丽菁,CynthiaKhan,杨丽青,中国,汉族,,,,,台湾,1968年12月13日,演员 舞蹈家 瑜珈老师,国光艺校,,"香帅传奇
中原镖局
霹雳菩萨
乞丐皇帝
花木兰
皇家师姐",,杨丽菁广告图集 辉煌的成绩背后也有别人想不到的辛酸，毕竟拍武戏对一个女孩子来说并不是一件轻而易举的事情，拍纪晓岚时牙齿被打掉过，拍花木兰时因为吊威亚的钢丝断裂让她从五米多高的空中掉下来差点丧命。尽管这么辛苦，遇到好的剧本，杨丽菁还是不放弃。（凤凰网、腾讯网评） 杨丽菁的脸部轮廓其实并不算小巧精致那一挂的，跟她有些许相似的陈慧琳，比起她来就秀气柔和多了。但大概是因为角色形象的关系，杨丽菁总给人以英气大方的感觉，尤其是她的大眼睛，挺神气的。杨丽菁因为早期的武戏太多，造成了身体上的许多损伤，脸部割伤、打伤，膝盖骨暴裂，手臂腿部伤痕累累。练习了瑜伽之后，她身上的线条柔和了更女人味了，身体也得到了调养。（网易新闻评）
潘长江,,小酷派 小陀螺,中国,汉,,,160cm,,黑龙江省牡丹江市东宁市,1957年07月01日,小品 演员 导演 主持人 歌手,,,"《能人冯天贵》
《清凌凌的水蓝莹莹的天》
《男媒婆》
《情感疏导站》",第23届大众电影百花奖最佳男演员奖,潘长江不仅是个演、唱、跳、翻的好赏，在电影《明天我爱你》中的头片，片尾和插中《姑娘姑娘我爱你》都是他一人所录。。（搜狐娱乐评） 潘长江虽然称不上是偶像，正是因为他是大众笑星，凭着朴实、幽默的演技打动众人，出人意料地登上百花奖“最佳男主角“的宝座。（新浪娱乐评） 潘长江用巧舌如簧来形容最合适不过了，他表演天赋是很好的，但他也是非常重感情、重婚姻、重家庭的好男人。搜狐娱乐评
侯耀文,,侯跃文,中国,满族,巨蟹座,A型,176cm,,北京,1948年07月17日,相声演员,,,《糖醋活鱼》《口吐莲花》《京九演义》《侯氏发声法》等,新相声的开拓者,侯耀文先生 既是中国传统相声的继承人，又是中国新相声的开拓者，为中国相声的振兴和发展开辟了道路。他在担任中国铁路文工团分团、总团两级领导职务期间，表现出了高超的艺术领导才能，他带领的中国铁路文工团说唱团是中国曲艺界的一支劲旅，在全国具有广泛影响。可以说是相声艺术发展最重要的力量。（官方生平） 侯耀文天资聪慧，多才多艺，说学逗唱的基本功扎实，尤其是柳活颇有其父遗风。他不仅能把京剧的各种流派，更能把很多种地方戏曲比如川剧、豫剧、秦腔、吉剧、越调、评剧、越剧、黄梅戏等等都唱得韵味纯正，惟妙惟肖，几达传神入化之境地。他汲取了父亲的表演精华，又博采了戏曲、琴书等多种艺术形式的营养，进一步发展了相声表演艺术。（人民网）（中国广播网评） 用“三出”、“三无愧”形容侯耀文，“三出”：出色、出众、出类拔萃；“三无愧”：即无愧于作为侯宝林的儿子、无愧于他的职务、无愧于相声艺术。（搜狐网）
卫兰,JaniceM.Vidal,曾用艺名：Renee 明乐蒂,中国,,白羊座,A型,162cm,,香港,1982年04月13日,歌手,,,《大哥》《离家出走》《拍错拖》《就算世界无童话》《杂技》《男人信什么》《温差》《心乱如麻》,"28届十大中文金曲女歌手销量大奖
全球华语歌曲香港地区杰出歌手奖
雪碧原创音乐香港最受欢迎女歌手
第六届《劲歌王》大热人气女歌手
2009年度最高销量本地女歌手",卫兰 是一个性格开朗、很可爱、聪明的小女孩，而且歌声悦耳、唱功了得。（许志安评）除了甜美歌喉倾倒众生外，面对公众时毫无心机的甜美笑容也会是让人印象深刻。（腾讯网评）出道以来拥有多首情歌金曲，因歌曲风格及深刻内涵而受到关注。（搜狐评）是一个很用功的人，不仅人美连声音都美。（光良评）
陈静仪,Mia,,中国,汉族,,,,,香港,1989年01月09日,演员 模特,,,"《8模美女馆写真》
《喜爱夜蒲2》",,
胡因梦,TerryHu,胡茵子胡茵梦,中国,满族,金牛座,,,,台湾省台中市存信巷,1953年04月21日,演员作家翻译家,辅仁大学美国新泽西西东大学,,《云深不知处》《秋缠》《我们都是这样长大的》,第14届台湾电影金马奖最佳女配角奖,
崔艳,,,中国,,,,,,,,第一财经电视双语主播兼制片人,,,,,
字襄宸，号匡懿,,代学周,中国,汉族,,,,,河北沧州,,播音员 学士,,,《墨彩流香—百位名家书画集》等。,2008中国播音主持“金话筒”奖中国电视“金鹰”奖中国电视“星光”奖抗击非典新闻宣传工作先进个人杰出青年岗位能手,
王卓实,Stone,,中国,汉族,天蝎座,A型,175cm,65kg,吉林市,,歌手,吉林省戏曲学校吉林分校,,"雨花石
念
坚强的石头
勇敢的心",《星光大道》2010年度总季军,石头 石头有着与生俱来的完美“高音”（新华网评）。石头的天籁之音演唱，加上挥动的水墨和涌动的干冰，就像如同一幅唯美的山水画（搜狐娱乐评）。石头嗓音质朴高亢，有着极为宽广的音域（中国旅游报评）。石头的低音沧桑沉郁，高音直入云霄、动人心魄，能够达到HighG（环球网评）。 石头的音色有着鲜明的辨识度，既有金属的硬度与质感，又有时间的温度与柔情，在极高的音乐跨度里，石头把流行与摇滚做到了完美的融合，自由地唱游于古典与时尚之间。石头的歌，朴实、简单、却也给力、深刻，一个人演唱，就能用强大的舞台气场与深厚的情感浓度，Hold住全场，给人心神互动的完美视听享受。
